Id;País;1970;1970;1971;1971;1972;1972;1973;1973;1974;1974;1975;1975;1976;1976;1977;1977;1978;1978;1979;1979;1980;1980;1981;1981;1982;1982;1983;1983;1984;1984;1985;1985;1986;1986;1987;1987;1988;1988;1989;1989;1990;1990;1991;1991;1992;1992;1993;1993;1994;1994;1995;1995;1996;1996;1997;1997;1998;1998;1999;1999;2000;2000;2001;2001;2002;2002;2003;2003;2004;2004;2005;2005;2006;2006;2007;2007;2008;2008;2009;2009;2010;2010;2011;2011;2012;2012;2013;2013;2014;2014;2015;2015;2016;2016;2017;2017;2018;2018;2019;2019;2020;2020;2021;2021;2022;2022;2023;2023;2024;2024
41;Marrocos; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 450,00 ; 3.851,00 ; -   ; -   ; -   ; -   ; 1.755,00 ; 15.082,00 ; -   ; -   ; -   ; -   ; -   ; -   ; 2.250,00 ; 16.816,00 ; 2.160,00 ; 8.326,00 ; 986,00 ; 6.958,00 ; 13.932,00 ; 46.497,00 ; 603,00 ; 2.349,00 ; -   ; -   
42;México; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 7.004,00 ; 63.663,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 134,00 ; 804,00 ; 646,00 ; 3.927,00 ; 33,00 ; 181,00 ; 4,00 ; 19,00 ; -   ; -   ; -   ; -   ; -   ; -   
43;Moldávia; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 5.832,00 ; 8.965,00 ; 25.998,00 ; 66.480,00 ; 38.336,00 ; 70.282,00 ; 51.189,00 ; 138.741,00 ; 58.609,00 ; 158.610,00 
44;Montenegro; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1.701,00 ; 5.440,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
45;Noruega; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 396,00 ; 253,00 ; 5,00 ; 27,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
46;Nova Zelândia; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 21.139,00 ; 153.081,00 ; 11.774,00 ; 107.273,00 ; 31.291,00 ; 224.441,00 ; 31.825,00 ; 254.987,00 ; 47.220,00 ; 417.276,00 ; 58.408,00 ; 536.625,00 ; 30.806,00 ; 302.244,00 ; 102.683,00 ; 947.043,00 ; 151.194,00 ; 1.267.863,00 ; 81.611,00 ; 790.355,00 ; 90.728,00 ; 840.521,00 ; 106.251,00 ; 843.533,00 ; 117.340,00 ; 950.751,00 ; 50.177,00 ; 361.030,00 ; 31.379,00 ; 248.412,00 ; 130.854,00 ; 686.193,00 ; 133.179,00 ; 776.830,00 ; 15.372,00 ; 89.763,00 ; 21.995,00 ; 137.547,00 ; 52.265,00 ; 403.597,00 ; 28.665,00 ; 254.138,00 ; 39.629,00 ; 279.820,00 
47;Países Baixos (Holanda); -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 43,00 ; -   ; -   ; 283,00 ; 8.719,00 ; 634,00 ; 5.297,00 ; 2.285,00 ; 22.990,00 ; -   ; -   ; -   ; -   ; 9,00 ; 354,00 ; 810,00 ; 8.649,00 
48;Panamá; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 17,00 ; 96,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
49;Paraguai; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1,00 ; 21,00 
50;Peru; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 33,00 ; 252,00 ; -   ; -   ; -   ; -   ; -   ; -   ; 3.201,00 ; 7.906,00 ; -   ; -   ; -   ; -   ; -   ; -   ; 77,00 ; 653,00 ; -   ; -   ; -   ; -   ; -   ; -   ; 17.861,00 ; 84.084,00 ; 12.276,00 ; 58.862,00 ; -   ; -   
51;Porto Rico; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 15.658,00 ; 14.781,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 47,00 ; 404,00 ; 21,00 ; 115,00 ; 54,00 ; 1.090,00 ; -   ; -   ; -   ; -   ; 2.021,00 ; 4.481,00 ; -   ; -   
52;Portugal; 785.609,00 ; 531.480,00 ; 897.310,00 ; 620.790,00 ; 1.650.727,00 ; 1.226.232,00 ; 2.818.320,00 ; 2.238.637,00 ; 2.245.288,00 ; 1.917.710,00 ; 2.192.004,00 ; 1.838.430,00 ; 2.284.423,00 ; 1.872.573,00 ; 2.132.582,00 ; 1.847.604,00 ; 2.763.298,00 ; 2.706.030,00 ; 2.823.760,00 ; 3.493.450,00 ; 1.601.931,00 ; 2.146.952,00 ; 933.906,00 ; 1.271.300,00 ; 1.074.983,00 ; 1.258.983,00 ; 1.189.656,00 ; 1.338.370,00 ; 536.706,00 ; 531.515,00 ; 1.484.998,00 ; 1.406.897,00 ; 2.270.772,00 ; 2.258.643,00 ; 1.477.093,00 ; 1.610.041,00 ; 1.454.323,00 ; 1.884.873,00 ; 1.690.391,00 ; 2.924.935,00 ; 1.423.882,00 ; 2.793.037,00 ; 1.361.858,00 ; 2.525.520,00 ; 1.034.446,00 ; 1.792.170,00 ; 1.678.448,00 ; 2.873.315,00 ; 2.549.247,00 ; 4.471.214,00 ; 5.442.249,00 ; 10.703.599,00 ; 4.438.522,00 ; 9.226.840,00 ; 5.421.763,00 ; 12.467.340,00 ; 4.656.474,00 ; 12.314.487,00 ; 4.408.133,00 ; 12.406.498,00 ; 5.011.051,00 ; 13.191.073,00 ; 5.225.372,00 ; 13.988.909,00 ; 3.047.860,00 ; 8.596.328,00 ; 3.344.190,00 ; 9.649.346,00 ; 4.151.101,00 ; 12.084.110,00 ; 5.182.827,00 ; 15.007.625,00 ; 5.936.299,00 ; 19.063.151,00 ; 6.805.601,00 ; 23.945.522,00 ; 6.213.781,00 ; 23.826.443,00 ; 5.884.719,00 ; 23.688.318,00 ; 7.801.759,00 ; 29.299.792,00 ; 8.556.375,00 ; 35.247.223,00 ; 9.714.940,00 ; 36.190.898,00 ; 9.299.080,00 ; 35.729.522,00 ; 9.735.153,00 ; 37.071.142,00 ; 9.952.290,00 ; 32.547.365,00 ; 10.821.232,00 ; 29.495.190,00 ; 17.345.709,00 ; 45.032.247,00 ; 17.698.831,00 ; 53.237.413,00 ; 18.228.699,00 ; 51.444.189,00 ; 23.627.260,00 ; 66.353.572,00 ; 25.925.363,00 ; 75.668.823,00 ; 24.108.787,00 ; 64.795.326,00 ; 25.099.409,00 ; 71.970.948,00 ; 27.460.645,00 ; 81.087.293,00 
53;Reino Unido; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 14.909,00 ; 56.268,00 ; 7.056,00 ; 67.728,00 ; 315,00 ; 10.257,00 ; 10.236,00 ; 53.375,00 ; 621,00 ; 22.292,00 ; 270,00 ; 6.021,00 ; 406,00 ; 26.466,00 ; 127,00 ; 2.789,00 ; 315,00 ; 9.410,00 ; 90,00 ; 1.352,00 ; 5,00 ; 255,00 ; 16,00 ; 1.033,00 ; 4.126,00 ; 51.034,00 ; 4.819,00 ; 46.623,00 ; 2.586,00 ; 22.935,00 ; 1.164,00 ; 9.357,00 ; 1.655,00 ; 19.595,00 ; 1.808,00 ; 32.757,00 ; 680,00 ; 13.781,00 
54;Republica Dominicana; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 43,00 ; -   ; -   ; 2,00 ; 13,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
55;Romênia; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 33.750,00 ; 85.321,00 ; -   ; -   ; 4.163,00 ; 5.629,00 ; 5.950,00 ; 7.925,00 ; -   ; -   ; 18.509,00 ; 52.150,00 ; 13.719,00 ; 9.695,00 ; 5.196,00 ; 6.706,00 ; 30.635,00 ; 70.269,00 ; 33.770,00 ; 99.562,00 ; 47.715,00 ; 99.616,00 ; 36.775,00 ; 98.835,00 ; 24.660,00 ; 55.142,00 
56;Rússia; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 43,00 ; -   ; -   ; 17.483,00 ; 66.160,00 ; -   ; -   ; -   ; -   ; 32.179,00 ; 64.905,00 ; -   ; -   ; -   ; -   ; -   ; -   
57;San Marino; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1.095,00 ; 2.237,00 ; -   ; -   ; -   ; -   ; -   ; -   
58;Sérvia; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 3.471,00 ; 8.302,00 ; -   ; -   ; -   ; -   ; 2.445,00 ; 4.140,00 
59;Síria; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 398,00 ; 269,00 ; -   ; -   ; 641,00 ; 409,00 ; -   ; -   ; 484,00 ; 1.280,00 ; 1.094,00 ; 5.187,00 ; -   ; -   ; -   ; -   
60;Suazilândia; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 320,00 ; 6.968,00 ; -   ; -   
61;Suíça; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1.900,00 ; 3.522,00 ; 4.658,00 ; 5.917,00 ; 3.841,00 ; 9.430,00 ; 4.222,00 ; 6.018,00 ; -   ; -   ; 1.194,00 ; 5.359,00 ; 4.860,00 ; 13.129,00 ; 2.483,00 ; 8.010,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1.125,00 ; 6.284,00 ; 6,00 ; 245,00 ; 138,00 ; 2.873,00 ; 559,00 ; 7.647,00 ; 4.510,00 ; 63.619,00 ; 735,00 ; 5.848,00 ; 7,00 ; 157,00 ; -   ; -   ; 2.109,00 ; 101.111,00 ; 541,00 ; 3.939,00 
62;Tcheca, República; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 225,00 ; 5.528,00 ; 4.950,00 ; 12.044,00 ; -   ; -   ; -   ; -   
63;Tunísia; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 16.420,00 ; 37.492,00 ; 19.913,00 ; 42.918,00 ; 8.000,00 ; 20.892,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
64;Turquia; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 32.247,00 ; 109.741,00 ; -   ; -   ; -   ; -   ; 1.591,00 ; 1.245,00 ; -   ; -   ; 17.563,00 ; 55.039,00 ; -   ; -   ; 22.087,00 ; 38.817,00 ; -   ; -   ; 3.203,00 ; 4.997,00 
65;Ucrânia; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 5.319,00 ; 9.679,00 ; 865,00 ; 931,00 ; -   ; -   ; 4.646,00 ; 3.074,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
