Id;País;1970;1970;1971;1971;1972;1972;1973;1973;1974;1974;1975;1975;1976;1976;1977;1977;1978;1978;1979;1979;1980;1980;1981;1981;1982;1982;1983;1983;1984;1984;1985;1985;1986;1986;1987;1987;1988;1988;1989;1989;1990;1990;1991;1991;1992;1992;1993;1993;1994;1994;1995;1995;1996;1996;1997;1997;1998;1998;1999;1999;2000;2000;2001;2001;2002;2002;2003;2003;2004;2004;2005;2005;2006;2006;2007;2007;2008;2008;2009;2009;2010;2010;2011;2011;2012;2012;2013;2013;2014;2014;2015;2015;2016;2016;2017;2017;2018;2018;2019;2019;2020;2020;2021;2021;2022;2022;2023;2023;2024;2024
20;Cuba; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 8,00 ; 261,00 ; -   ; -   
21;Emirados Árabes Unidos; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 35,00 ; 1.138,00 ; 529,00 ; 10.093,00 ; 2.175,00 ; 35.489,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
22;Eslovênia; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 3.600,00 ; 62.602,00 ; 433,00 ; 1.223,00 ; 2.192,00 ; 25.307,00 ; 4.190,00 ; 23.377,00 ; 4.640,00 ; 24.190,00 ; 14.366,00 ; 46.972,00 ; -   ; -   ; 20.976,00 ; 68.521,00 ; 30.968,00 ; 101.190,00 ; 11.392,00 ; 39.771,00 ; 42.944,00 ; 172.141,00 ; 31.509,00 ; 127.726,00 ; 28.806,00 ; 124.283,00 ; 17.671,00 ; 61.546,00 
23;Eslováquia; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1.305,00 ; 3.878,00 ; 21.424,00 ; 64.828,00 ; 10.800,00 ; 17.938,00 ; 459,00 ; 3.160,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
24;Espanha; 261.126,00 ; 90.159,00 ; 140.507,00 ; 50.191,00 ; 300.582,00 ; 116.710,00 ; 226.805,00 ; 117.135,00 ; 362.577,00 ; 215.208,00 ; 174.608,00 ; 123.102,00 ; 52.474,00 ; 41.000,00 ; 105.667,00 ; 98.238,00 ; 87.767,00 ; 75.364,00 ; 103.825,00 ; 92.476,00 ; 111.381,00 ; 109.277,00 ; 56.316,00 ; 59.696,00 ; 119.748,00 ; 104.790,00 ; 65.961,00 ; 60.450,00 ; 7.200,00 ; 8.421,00 ; 61.924,00 ; 59.833,00 ; 52.429,00 ; 61.130,00 ; 71.472,00 ; 101.606,00 ; 67.339,00 ; 108.259,00 ; 54.954,00 ; 130.171,00 ; 132.157,00 ; 503.357,00 ; 52.892,00 ; 169.698,00 ; 51.921,00 ; 144.087,00 ; 48.534,00 ; 128.664,00 ; 166.267,00 ; 362.863,00 ; 385.466,00 ; 669.208,00 ; 510.076,00 ; 939.905,00 ; 352.213,00 ; 1.142.017,00 ; 370.580,00 ; 1.328.280,00 ; 396.453,00 ; 1.906.389,00 ; 531.425,00 ; 1.699.237,00 ; 624.644,00 ; 2.360.928,00 ; 435.422,00 ; 1.503.384,00 ; 410.133,00 ; 1.721.562,00 ; 603.666,00 ; 2.092.080,00 ; 508.494,00 ; 2.504.139,00 ; 971.869,00 ; 4.288.963,00 ; 862.045,00 ; 4.506.858,00 ; 990.697,00 ; 6.036.397,00 ; 1.119.540,00 ; 6.224.187,00 ; 1.622.100,00 ; 8.698.824,00 ; 1.999.970,00 ; 11.175.636,00 ; 2.540.209,00 ; 11.724.946,00 ; 2.772.104,00 ; 13.570.874,00 ; 2.760.797,00 ; 12.797.753,00 ; 3.024.533,00 ; 11.396.855,00 ; 3.948.614,00 ; 12.221.512,00 ; 7.240.535,00 ; 19.834.451,00 ; 5.595.268,00 ; 19.353.631,00 ; 5.797.980,00 ; 17.111.436,00 ; 7.169.384,00 ; 19.802.061,00 ; 8.793.911,00 ; 23.795.616,00 ; 6.487.047,00 ; 17.187.749,00 ; 6.591.628,00 ; 20.097.228,00 ; 6.828.739,00 ; 18.867.752,00 
25;Estados Unidos; -   ; -   ; 915,00 ; 190,00 ; 2.156,00 ; 1.337,00 ; -   ; -   ; -   ; -   ; 965,00 ; 3.761,00 ; 1.800,00 ; 2.575,00 ; 2.250,00 ; 3.275,00 ; 58.050,00 ; 67.752,00 ; 32.400,00 ; 36.360,00 ; 32.400,00 ; 36.720,00 ; 28.350,00 ; 33.443,00 ; 40.563,00 ; 52.983,00 ; 21.654,00 ; 24.570,00 ; -   ; -   ; 11.025,00 ; 15.805,00 ; 5.796,00 ; 9.218,00 ; 16.517,00 ; 17.965,00 ; 6.120,00 ; 7.880,00 ; 14.400,00 ; 53.390,00 ; 27.900,00 ; 142.509,00 ; 25.655,00 ; 62.170,00 ; 16.836,00 ; 44.552,00 ; 77.914,00 ; 177.471,00 ; 93.789,00 ; 212.884,00 ; 142.331,00 ; 313.916,00 ; 275.864,00 ; 454.266,00 ; 511.333,00 ; 1.122.364,00 ; 381.199,00 ; 885.162,00 ; 674.683,00 ; 992.353,00 ; 426.442,00 ; 899.698,00 ; 374.590,00 ; 1.036.201,00 ; 139.693,00 ; 357.913,00 ; 173.327,00 ; 448.844,00 ; 79.531,00 ; 255.328,00 ; 53.043,00 ; 245.198,00 ; 61.283,00 ; 355.478,00 ; 79.376,00 ; 334.204,00 ; 65.956,00 ; 542.331,00 ; 85.393,00 ; 702.825,00 ; 194.774,00 ; 1.344.921,00 ; 369.806,00 ; 1.756.901,00 ; 379.329,00 ; 1.995.929,00 ; 518.888,00 ; 2.817.086,00 ; 788.773,00 ; 4.171.731,00 ; 775.131,00 ; 3.848.755,00 ; 725.420,00 ; 2.924.715,00 ; 1.372.347,00 ; 4.110.641,00 ; 548.655,00 ; 2.584.781,00 ; 534.870,00 ; 2.400.830,00 ; 366.584,00 ; 2.119.234,00 ; 506.405,00 ; 2.809.649,00 ; 393.211,00 ; 3.023.220,00 ; 244.276,00 ; 1.775.713,00 ; 273.198,00 ; 1.919.231,00 
26;França; 91.544,00 ; 78.135,00 ; 88.714,00 ; 72.978,00 ; 176.688,00 ; 173.001,00 ; 259.060,00 ; 435.641,00 ; 316.584,00 ; 465.175,00 ; 191.546,00 ; 278.746,00 ; 284.613,00 ; 423.696,00 ; 322.033,00 ; 476.983,00 ; 355.292,00 ; 633.098,00 ; 458.369,00 ; 795.004,00 ; 248.038,00 ; 508.338,00 ; 303.063,00 ; 479.427,00 ; 313.977,00 ; 424.752,00 ; 267.008,00 ; 329.128,00 ; 117.087,00 ; 138.156,00 ; 540.136,00 ; 735.516,00 ; 625.421,00 ; 980.754,00 ; 340.250,00 ; 653.846,00 ; 435.573,00 ; 724.549,00 ; 701.300,00 ; 1.422.973,00 ; 479.460,00 ; 1.807.082,00 ; 503.488,00 ; 1.870.305,00 ; 356.417,00 ; 888.246,00 ; 924.323,00 ; 2.132.215,00 ; 1.821.215,00 ; 3.935.308,00 ; 2.043.172,00 ; 5.026.251,00 ; 1.917.908,00 ; 4.370.132,00 ; 3.388.528,00 ; 8.771.794,00 ; 3.853.865,00 ; 12.027.414,00 ; 3.529.422,00 ; 10.122.865,00 ; 3.431.635,00 ; 8.467.949,00 ; 3.118.460,00 ; 7.968.430,00 ; 2.355.088,00 ; 6.060.888,00 ; 1.958.362,00 ; 6.093.629,00 ; 2.092.261,00 ; 6.201.807,00 ; 1.671.209,00 ; 5.783.702,00 ; 2.561.966,00 ; 10.507.604,00 ; 2.737.947,00 ; 14.721.769,00 ; 2.466.277,00 ; 16.275.708,00 ; 2.372.448,00 ; 16.893.114,00 ; 2.799.118,00 ; 18.778.566,00 ; 3.329.437,00 ; 22.917.012,00 ; 3.181.440,00 ; 21.636.175,00 ; 3.265.362,00 ; 23.336.291,00 ; 3.592.782,00 ; 27.480.375,00 ; 3.617.130,00 ; 19.353.291,00 ; 3.831.566,00 ; 15.940.341,00 ; 5.921.728,00 ; 25.280.255,00 ; 4.653.789,00 ; 22.688.105,00 ; 5.324.383,00 ; 24.299.524,00 ; 5.658.139,00 ; 24.894.394,00 ; 6.241.310,00 ; 31.428.188,00 ; 4.911.903,00 ; 25.955.232,00 ; 4.899.631,00 ; 30.421.272,00 ; 4.700.023,00 ; 30.175.837,00 
27;Geórgia; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 33.750,00 ; 134.202,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 8.164,00 ; 20.416,00 ; 21.748,00 ; 41.161,00 ; 20.274,00 ; 42.948,00 ; 19.188,00 ; 32.901,00 ; 12.506,00 ; 26.983,00 ; 17.173,00 ; 29.084,00 ; 9.998,00 ; 15.541,00 
28;Geórgia do Sul e Sandwich do Sul, Ilhas; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1.838,00 ; 2.915,00 ; 1.788,00 ; 2.797,00 ; -   ; -   ; 2.937,00 ; 4.692,00 
29;Grécia; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 670,00 ; 1.450,00 ; 18.110,00 ; 137.867,00 ; 11.034,00 ; 78.819,00 ; 52.474,00 ; 190.076,00 ; 42.449,00 ; 196.361,00 ; 82.207,00 ; 414.329,00 ; 68.966,00 ; 323.206,00 ; 13.241,00 ; 71.175,00 ; 24.244,00 ; 107.195,00 ; 55.680,00 ; 190.185,00 ; 6.568,00 ; 18.637,00 ; 40.775,00 ; 139.486,00 ; 41.601,00 ; 135.185,00 ; 21.251,00 ; 70.881,00 ; 61.181,00 ; 219.292,00 ; 13.619,00 ; 55.228,00 ; 45.440,00 ; 148.515,00 ; 45.889,00 ; 147.724,00 ; 41.071,00 ; 171.795,00 
30;Hong Kong; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 311,00 ; 2.776,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
31;Hungria; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 13.391,00 ; 39.649,00 ; 10.967,00 ; 26.900,00 ; 10.858,00 ; 53.615,00 ; 10.530,00 ; 54.542,00 ; 14.600,00 ; 82.552,00 ; 15.981,00 ; 90.021,00 ; 12.632,00 ; 87.626,00 ; 15.193,00 ; 160.961,00 ; 15.073,00 ; 256.240,00 ; 10.404,00 ; 168.862,00 ; 10.911,00 ; 140.198,00 ; 18.733,00 ; 114.610,00 ; 5.117,00 ; 74.688,00 ; 8.315,00 ; 58.756,00 ; 23.813,00 ; 168.353,00 ; 23.742,00 ; 113.405,00 ; 34.591,00 ; 146.500,00 ; 5.254,00 ; 25.250,00 ; 20.174,00 ; 160.816,00 ; 29.260,00 ; 160.168,00 ; 41.905,00 ; 316.481,00 ; 27.820,00 ; 238.501,00 
32;Indonésia; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 43,00 ; -   ; -   ; 36,00 ; 210,00 ; 258,00 ; 1.464,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
33;Irlanda; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 43,00 ; -   ; -   ; 107,00 ; 954,00 ; 179,00 ; 1.705,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
34;Israel; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 13.250,00 ; 27.398,00 ; 8.694,00 ; 41.161,00 ; 8.924,00 ; 36.534,00 ; 15.782,00 ; 93.252,00 ; 16.382,00 ; 68.676,00 ; 8.439,00 ; 47.579,00 ; 24.622,00 ; 97.645,00 ; 7.734,00 ; 40.372,00 ; 19.028,00 ; 55.248,00 ; 12.548,00 ; 44.277,00 ; 37.302,00 ; 120.463,00 ; 40.354,00 ; 182.017,00 ; 52.237,00 ; 182.602,00 ; 38.239,00 ; 224.349,00 ; 60.281,00 ; 298.732,00 ; 19.589,00 ; 82.489,00 ; 48.772,00 ; 259.405,00 ; 37.533,00 ; 183.392,00 
35;Itália; 58.802,00 ; 32.376,00 ; 108.409,00 ; 56.377,00 ; 142.196,00 ; 96.943,00 ; 258.754,00 ; 186.334,00 ; 305.763,00 ; 278.089,00 ; 250.541,00 ; 244.731,00 ; 304.377,00 ; 276.633,00 ; 348.461,00 ; 349.392,00 ; 250.535,00 ; 268.114,00 ; 407.274,00 ; 562.726,00 ; 217.226,00 ; 283.635,00 ; 178.772,00 ; 222.760,00 ; 284.440,00 ; 322.430,00 ; 266.333,00 ; 308.260,00 ; 132.321,00 ; 141.201,00 ; 327.976,00 ; 385.365,00 ; 430.029,00 ; 601.494,00 ; 306.950,00 ; 467.597,00 ; 410.419,00 ; 703.116,00 ; 750.290,00 ; 1.341.632,00 ; 497.616,00 ; 1.284.638,00 ; 566.035,00 ; 1.331.248,00 ; 540.439,00 ; 1.307.032,00 ; 1.333.424,00 ; 2.404.136,00 ; 2.745.848,00 ; 5.058.009,00 ; 3.859.353,00 ; 7.542.440,00 ; 3.771.901,00 ; 8.178.592,00 ; 5.203.832,00 ; 11.182.645,00 ; 5.481.659,00 ; 12.837.955,00 ; 6.187.860,00 ; 14.604.418,00 ; 8.261.193,00 ; 16.364.713,00 ; 8.113.437,00 ; 15.592.191,00 ; 5.878.763,00 ; 11.408.242,00 ; 5.237.027,00 ; 10.545.425,00 ; 6.190.395,00 ; 12.223.247,00 ; 6.010.760,00 ; 11.300.501,00 ; 7.983.641,00 ; 17.018.760,00 ; 9.177.932,00 ; 22.023.175,00 ; 9.723.292,00 ; 24.378.627,00 ; 8.387.908,00 ; 23.079.424,00 ; 11.911.190,00 ; 28.683.242,00 ; 12.025.827,00 ; 35.481.781,00 ; 10.506.144,00 ; 30.750.897,00 ; 8.308.831,00 ; 30.799.292,00 ; 8.566.756,00 ; 31.697.736,00 ; 8.261.383,00 ; 25.846.195,00 ; 7.936.409,00 ; 22.216.811,00 ; 11.538.990,00 ; 33.707.111,00 ; 10.154.564,00 ; 34.857.594,00 ; 10.323.254,00 ; 33.355.982,00 ; 9.659.999,00 ; 32.477.890,00 ; 11.231.625,00 ; 39.852.162,00 ; 9.622.119,00 ; 33.330.465,00 ; 8.868.133,00 ; 34.760.596,00 ; 9.861.350,00 ; 39.485.660,00 
36;Japão; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 153,00 ; 1.429,00 ; -   ; -   ; -   ; -   ; -   ; -   ; 86,00 ; 3.427,00 ; 411,00 ; 4.363,00 
37;Iugoslávia; 702,00 ; 326,00 ; 640,00 ; 375,00 ; 1.824,00 ; 1.137,00 ; 1.251,00 ; 813,00 ; 2.520,00 ; 1.804,00 ; 7.969,00 ; 5.128,00 ; 2.100,00 ; 1.870,00 ; 1.764,00 ; 1.570,00 ; 1.764,00 ; 1.630,00 ; 2.100,00 ; 2.050,00 ; -   ; -   ; -   ; -   ; 1.350,00 ; 1.650,00 ; -   ; -   ; -   ; -   ; 14.238,00 ; 11.619,00 ; -   ; -   ; 17.835,00 ; 14.390,00 ; 20.160,00 ; 17.700,00 ; 17.100,00 ; 19.150,00 ; 38.640,00 ; 44.100,00 ; 25.650,00 ; 31.825,00 ; 25.596,00 ; 31.968,00 ; 8.550,00 ; 10.500,00 ; 25.920,00 ; 36.000,00 ; 51.840,00 ; 81.408,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
38;Líbano; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1.116,00 ; 8.013,00 ; 662,00 ; 2.726,00 ; 1.431,00 ; 12.774,00 ; 5.121,00 ; 10.605,00 ; 6.768,00 ; 25.265,00 ; 10.270,00 ; 47.054,00 ; 5.310,00 ; 34.971,00 ; 15.741,00 ; 123.283,00 ; 17.685,00 ; 137.954,00 ; 5.805,00 ; 47.826,00 ; 6.588,00 ; 75.810,00 ; 47.610,00 ; 270.145,00 ; 6.480,00 ; 56.196,00 ; 10.665,00 ; 71.374,00 ; 12.737,00 ; 93.480,00 ; 19.742,00 ; 150.044,00 ; 21.836,00 ; 167.358,00 ; 12.384,00 ; 45.908,00 ; 24.194,00 ; 78.872,00 ; 30.149,00 ; 182.548,00 ; 14.328,00 ; 106.610,00 ; 8.730,00 ; 45.866,00 
39;Luxemburgo; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 43,00 ; -   ; -   ; 5,00 ; 42,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 6,00 ; 59,00 
40;Macedônia; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 252,00 ; 497,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1.323,00 ; 874,00 ; -   ; -   ; -   ; -   ; -   ; -   ; 8.522,00 ; 17.172,00 ; -   ; -   
